referencia,estado,fuente,doi,titulo_encontrado,autor_encontrado,anio_referencia,anio_encontrado,retractada,score_titulo,detalle
"Akgün, A., Gönen, S., & Aydın, M. (2007). The investigation of anxiety levels of prımary school science and mathematics teacher students’ according to some variables. Electronic Journal of Social Sciences, 6(20), 283–299.",NO VERIFICABLE,,,,,2007,,,0.73,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Misak, Chery. ed. 2007. New Pragmatists. Oxford: Oxford University Press.",NO VERIFICABLE,,,,,2007,,,1.0,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"BRASIL. Ministério da Saúde. Programa Nacional de Imunizações: 40 anos. Brasília, 2013. 235 p.",METADATOS DUDOSOS,Crossref,10.7476/9786557082355.0081,O Programa Nacional de Imunizações (PNI),Ponte,2013,2025,NO,1.0,Año citado (2013) no coincide con el registrado (2025)
"Valle Muniz, J. M., Morales Garcia, O. & Fernandes Palma, R. 1997. Codigo penal y Leyes Penales Especiales. Madrid: Aranzadi, Editorial.",METADATOS DUDOSOS,Crossref,10.2307/j.ctv103xcn2.14,Los procesos penales especiales,,1997,2020,NO,0.67,Año citado (1997) no coincide con el registrado (2020)
Kazepov Y. Cefalo R. Jablonczay N. Pernhaupt N. Ioannidou A. Martin A. Muders S. Rambla X. & Scandurra R. (2023). Cross-national/cross-regional Quantitative Analysis Report. [Report]. Available at: https://clear-horizon.eu/publications/.,NO VERIFICABLE,,,,,2023,,,0.3,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Granicus (2024, August 12). 8 Ways to Leverage Digital Communications for Increased Public Engagement. Available online: https://granicus.com/blog/8-ways-to-leverage-digital-communications-for-increased-public-engagement/.",NO VERIFICABLE,,,,,2024,,,0.43,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Ельцова Л.Ф., Илюшина А.В. Особенности развития терминологической компетентности студентов медицинского вуза в процессе обучения иностранному языкe // Школа будущего. 2021. № 6. С. 170 – 183.",NO VERIFICABLE,,,,,2021,,,0.0,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
Cefalo R. Scandurra R. & Ioannidou A. (Forthcoming). A European Assessment of Territorial Divides in Underachievement. In J. Tikkanen M. Parreira do Amaral T. Järvinen & N. Alves (Eds.) Constructing Learning Outcomes: Problematising (under)achievement in Europe. London: Bloomsbury.,VERIFICADA,Crossref,10.5040/9781350446717.ch-3,A European Assessment of Territorial Divides in Underachievement,"Cefalo,",,2025,NO,1.0,
"Jazib, M. (2023). Yearender 2023: Biggest Natural Disasters that Occurred Around the World 2023 https://www.jagranjosh.com/general-knowledge/biggest-natural-disasters-happen-in-the-world-2023-1703059527-1. Erişim Tarihi:12.02.2024.",VERIFICADA,Crossref,10.1017/cbo9780511493560.011,Vulnerability to natural disasters,,2023,,NO,0.67,
"Zhong, C.H., Li, D.W., Zhang, Q., Li, L., Huang, W.J., and Han, F. (2023, January 10–14). Identification, creation and utilization of the germplasm resources of kiwifruit. Proceedings of the III International Symposium on Fruit Culture along Silk Road Countries, Hangzhou, China.",VERIFICADA,Crossref,10.17660/actahortic.2024.1401.3,"Identification, creation and utilization of the germplasm resources of kiwifruit",Zhong,2023,2024,NO,1.0,
"Oztekin G, Giuffrida F, Tuzel Y and Leonardi C. 2009. Is the vigour of grafted tomato plants related to root characteristics. Journal of Food, Agriculture and Environment 7: 364–68.",NO VERIFICABLE,,,,,2009,,,0.5,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Cumhuriyet Gazetesi (1964, Kasım 20). s.1-7. Erişim adresi: egazete.cumhuriyet.com.tr/yayinlar",NO VERIFICABLE,,,,,1964,,,0.4,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Mike, F. (2018). Gelişen piyasa ekonomilerinde satınalma gücü paritesinin geçerliliğinin test edilmesi. Finans Politik ve Ekonomik Yorumlar, (637), 7-30.",NO VERIFICABLE,,,,,2018,,,0.5,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Brokinkel B, Sauerland C, Holling M, Gamma Knife radiosurgery following subtotal resection of vestibular schwannoma. J Clin Neurosci. 2014;21(12):2077–2082.",VERIFICADA,Crossref,10.1016/j.jocn.2014.03.037,Gamma Knife radiosurgery following subtotal resection of vestibular schwannoma,Brokinkel,2014,2014,NO,1.0,
"Dobrianskii F. Staraia i novaia Vilna [Old and New Vilna]. Vilna, Tip. A.G. Syrkina, 1904. 286 p.",NO VERIFICABLE,,,,,1904,,,0.33,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"CONNELL, Raewyn. O Império e a criação de uma Ciência Social. Contemporânea, São Carlos, v. 2, n. 2, p. 309-336, 2012b.",NO VERIFICABLE,,,,,,,,0.25,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Wang, Junqi et al. 2021. “A Fragment of the Saṃghāṭasūtra Interpolated in the Manuscript of the Bodhicaryāvatārapañjikā （ZX0617–ZB20）.” <i>Journal of Buddhist Studies</i> 18: 87–95.",NO VERIFICABLE,,,,,2021,,,0.5,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Molay TGG, Leroy ML, Bienvenu NJM (2018) Strength and physico-chemical analysis of concrete produced with a mixture of crushed gneiss and goldmining waste as coarse aggregate.",NO VERIFICABLE,,,,,2018,,,0.64,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"de Bruijn, K.M. (2005). Resilience and Flood Risk Management: A Systems Approach Applied to Lowland Rivers, Delft University Press.",METADATOS DUDOSOS,Crossref,10.1111/jfr3.12670,Resilience,de Bruijn,2005,2020,NO,1.0,Año citado (2005) no coincide con el registrado (2020)
(2011). Code for Design of Masonry Structures (Standard No. GB 50003-2011). (In Chinese).,NO VERIFICABLE,,,,,2011,,,0.5,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
Davydova Yu. V. Error model for fuzzy search in the problem of monitoring virtual social networks to ensure information and psychological security of the individual. Retrieved from https://cyberleninka.ru/article/n/model-oshibok-dlya-nechetkogo-tekstovogo-poiska-v-zadache-monitoringa-virtualnyh-sotsialnyh-setey-dlya-obespecheniya-informatsionno/viewer (Accessed: 07.12.2023). [in Russian language],NO VERIFICABLE,,,,,2023,,,0.67,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Dragojlović, D., Ðuragić, O., Pezo, L., Popović, L., Rakita, S., Tomičić, Z. and Spasevski, N., 2022. Comparison of nutritional profiles of superworm (Zophobas morio) and yellow mealworm (Tenebrio molitor) as alternative feeds used in animal husbandry: is superworm superior? Animals 12: 1277. https://doi.org/10.3390/ani12101277",VERIFICADA,Crossref,10.3390/ani12101277,Comparison of Nutritional Profiles of Super Worm (Zophobas morio) and Yellow Mealworm (Tenebrio molitor) as Alternative Feeds Used in Animal Husbandry: Is Super Worm Superior?,Dragojlović,2022,2022,NO,0.79,
"Instytut Badania Opinii Społecznej. Wielodzietni w Polsce. 2017. Wybrane zagadnienia z pierwszego ogólnopolskiego badania dużych rodzin zrealizowanego w 2016 r. przez IPSOS Polska. Dostęp: 06.02.2017. http://www.3plus.pl/wielodzietni-w-polsce-raport-2016,a319.html.",NO VERIFICABLE,,,,,2017,,,0.44,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Castany, G. (1982). Principes et Méthodes de l_Hydrogéologie, Dunod Université, Bordas.",NO VERIFICABLE,,,,,1982,,,0.33,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Reuters. 2016. “Zimbabwe's Mugabe Declares Disaster in Drought-stricken Areas,” February 5. https://www.reuters.com/article/us-africa-drought-zimbabwe-idUSKCN0VE0HA.",NO VERIFICABLE,,,,,2016,,,0.5,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Scandurra, R., Hermannsson, K., and Cefalo, R., 2019. Assessing young adults’ living conditions across Europe using harmonised quantitative indicators: opportunities and risks for policy makers. In: M. Parreira do Amaral, S. Kovacheva, and X. Rambla, eds. Lifelong learning policies for young adults in Europe: Navigating between knowledge and economy. Bristol: Policy Press, 171–198.",VERIFICADA,Crossref,10.1332/policypress/9781447350361.003.0009,Assessing young adults’ living conditions across Europe using harmonised quantitative indicators: opportunities and risks for policy makers,Scandurra,2019,2019,NO,1.0,
"Facione, P. A. (1990). Critical thinking: A statement of expert consensus for purposes of educational assessment and instruction. Research findings and recommendations. California Academic Press.",NO VERIFICABLE,,,,,1990,,,0.5,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
Sulzberger Arthur O. “Letter to our Readers.” The International Herald Tribune 1 15 October 2013.,NO VERIFICABLE,,,,,2013,,,0.33,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"The Environment Department. 2022. Ministry of the Environment and Renewable Energy, People's Democratic Republic of Algeria (in French).",NO VERIFICABLE,,,,,2022,,,0.4,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"BS5400–5, “Steel, concrete, and composite bridges, Part5: Code for practice for the design of composite bridges,” British Standard Institute, London, UK, 2005.",VERIFICADA,Crossref,10.3403/00073298,"Steel, concrete and composite bridges",,2005,,NO,1.0,
Dorffner G (1996) Neural networks for time series processing. Neural Network World 6(4):447–468,NO VERIFICABLE,,,,,1996,,,0.57,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
OECD. (2022). PISA 2022 ICT framework. OECD Publishing. https://www.oecd.org/pisa/sitedocument/PISA-2021-ICT-Framework.pdf,VERIFICADA,Crossref,10.1787/dfe0bf9c-en,PISA 2022 Assessment and Analytical Framework,,2022,2023,NO,0.6,
"Murphy E, Dingwall R, Greatbatch D, Parker S, Watson P. Qualitative research methods in health technology assessment: a review of the literature. Health Technol Assess (Winchester, England). 1998;2(16):iii–274.",VERIFICADA,Crossref,10.3310/hta2160,Qualitative research methods in health technology assessment: a review of the literature.,Murphy,1998,1998,NO,1.0,
"Lobit Cerrato, A., Simulación de vuelo de múltiples UAVs de ala fija, Universidad de Sevilla, Sevilla, 2016.",METADATOS DUDOSOS,Crossref,10.12795/9788447222001,Estatuto de la Universidad de Sevilla,Universidad de Sevilla,2016,2020,NO,0.67,Año citado (2016) no coincide con el registrado (2020)
"Azevedo RD, Guimarães F, Viegas CR, Almeida ND, Geraseev LC, Pinto MS. 2014. Colostrum silage: microbiological risks and characterization of pH as a function of day of collection. Brazilian Journal of Veterinary Medicine. 36(3):271–276.",NO VERIFICABLE,,,,,2014,,,0.14,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Berrada M, Ndiaye Y, Raboisson D, Lhermie G. Spatial evaluation of animal health care accessibility and veterinary shortage in France. Sci Rep. 2022;12(1):13022. doi:10.1038/s41598-022-15600-0",VERIFICADA,Crossref,10.1038/s41598-022-15600-0,Spatial evaluation of animal health care accessibility and veterinary shortage in France,Berrada,2022,2022,NO,1.0,
"SANTE. Guidance Document on Analytical Quality Control and Method Validation Procedures for Pesticide Residues Analysis in Food and Feed (SANTE 11212/2021). Directorate General for Health and Food Safety. European Commission, Health & Consumer Protection Directorate-General. 2021. Implemented by 01.01.2022.",METADATOS DUDOSOS,Crossref,10.21820/23987073.2017.2.4,Directorate General of Health and Food Safety,Andriukaitis,2021,2017,NO,1.0,Año citado (2021) no coincide con el registrado (2017)
"Duru, H., Söner, O., & Sinan, F. N. (2021). The predictors of career decision-making difficulties among high school students: Career decision self-efficacy and personal traits-Turkey case. Educational Sciences: Theory & Practice, 21(1), 33–42.",VERIFICADA,Crossref,10.52380/ijpes.2022.9.1.479,"Analysis of Relationships between High School Students’ Career Maturity, Career Decision-Making Self-Efficacy, and Career Decision-Making Difficulties",DURU,2021,2022,NO,0.76,
"10. R. K. Melekhov, and V. I. Pokhmurskyi, Dtructural Materials of Power Equipment. Properties, Degradation [in Ukrainian], Naukova Dumka, Kyiv (2003).",NO VERIFICABLE,,,,,2003,,,0.38,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"I. Baldes, M. Dichtl, Y. Gouttenoire and F. Sala, Bubbletrons, arXiv:2306.15555 [INSPIRE].",NO VERIFICABLE,,,,,,,,0.0,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Rust G, Ye J, Baltrus P, Daniels E, Adesunloye B, Fryer GE. Practical barriers to timely primary care access: impact on adult use of emergency department services. Arch Intern Med. 2008;168(15):1705–1710. doi:10.1001/archinte.168.15.1705",VERIFICADA,Crossref,10.1001/archinte.168.15.1705,Practical Barriers to Timely Primary Care Access,Rust,2008,2008,NO,1.0,
"Marchesiello, P., X. Capet, C. Menkes, and S. Kennan, 2011: Submesoscale dynamics in tropical instability waves. Ocean Modell., 39, 31–46, https://doi.org/10.1016/j.ocemod.2011.04.011.",VERIFICADA,Crossref,10.1016/j.ocemod.2011.04.011,Submesoscale dynamics in tropical instability waves,Marchesiello,2011,2011,NO,1.0,
"El Harti, J., Rahali, Y, Benmoussa, A., Ansar, M., Benziane, H., Lamsaouri, J., Idrissi, M.O.B., Draoui, M., Zahidi, A.,and Taoufik, J. . (2011). A simple and rapid method for spectrophotometric determination of bromate in bread. . Journal of Materials and Environmental Science,, 2(1): , 71-76.",NO VERIFICABLE,,,,,2011,,,0.36,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Colligan, Colette. A Publisher’s Paradise Expatriate Literary Culture in Paris, 1890-1960. Amherst: Massachusetts University Press, 2014.",METADATOS DUDOSOS,Crossref,10.33137/pbsc.v52i2.24289,"&lt;i&gt;A Publisher’s Paradise: Expatriate Literary Culture in Paris, 1890–1960&lt;/i&gt; by Colette Colligan (pp 469-471)",Anstee,1960,2015,NO,1.0,Año citado (1960) no coincide con el registrado (2015)
"Qurashi, M., & Zahoor, M. (2016). Impact of profitability, bank and macroeconomic factors on the market capitalization of the Middle Eastern banks. International Journal of Business and Management Invention, 5(11), 56–62.",NO VERIFICABLE,,,,,2016,,,0.56,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Chinese State Council, 2019. Outline Development Plan for the Guangdong-Hong Kong-Macao Greater Bay Area.",NO VERIFICABLE,,,,,2019,,,0.75,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Duncan G, A. (2023). Lovedale- Coercive Agency Power and Resistance in Mission Education. Pietermaritzburg: Cluster Publications.",METADATOS DUDOSOS,Crossref,10.4102/hts.v60i3.614,Coercive agency in mission education at Lovedale Missionary Institution,Duncan,2023,2004,NO,0.71,Año citado (2023) no coincide con el registrado (2004)
"Saleh, B.E.A., and Teich, M.C. (2007). Fundamentals of Photonics, John Wiley & Sons.",METADATOS DUDOSOS,Crossref,10.1002/0471213748,Fundamentals of Photonics,Saleh,2007,1991,NO,1.0,Año citado (2007) no coincide con el registrado (1991)
